,Instituição financeira,Código,TCB,TD,TC,Cidade,UF,Data,Instituição Sujeita à Apuração da Exposição Total,Instituição Sujeita à Apuração do Patrimônio de Referência,Instituição Utiliza Metodologia Simplificada,Exposição Total ou Ativo Total (R$ mil),Total de Ativos Consolidados no Exterior (US$ mil),Data da Última Alteração de Segmento,SR,Unnamed: 15
11929,COOPERATIVA DE CRÉDITO DO MÉDIO SUL BAIANO LTDA. – SICOOB COSTA DO DESCOBRIMENTO,1205736.0,b3S,I,2.0,ITAMARAJU,BA,03/2019,Não,Sim,Sim,89.496,NI,01/2017,S5,
11930,COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS MUNICIPAIS DA GRANDE VITÓRIA/ES,1235921.0,b3S,I,2.0,VITORIA,ES,03/2019,Não,Sim,Sim,15.523,NI,01/2017,S5,
11931,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO SICOOB UNIMAIS CENTRO LESTE PAULISTA - SICOOB UNIMAIS CENTRO LESTE PAULISTA,1259518.0,b3S,I,2.0,RIO CLARO,SP,03/2019,Não,Sim,Sim,225.159,NI,01/2017,S5,
11932,UNIPRIME PIONEIRA DO PARANÁ COOPERATIVA DE CRÉDITO LTDA,1286361.0,b3S,I,2.0,TOLEDO,PR,03/2019,Não,Sim,Sim,280.842,NI,01/2017,S5,
11933,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA ASTRAZENECA DO BRASIL,1288797.0,b3S,I,2.0,COTIA,SP,03/2019,Não,Sim,Sim,12.437,NI,01/2017,S5,
11934,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO ALGAR E EMPREENDEDORES DO TRIÂNGULO MINEIRO LTDA - SICOOB TRIÂNGULO,1296040.0,b3S,I,2.0,UBERLANDIA,MG,03/2019,Não,Sim,Sim,17.500,NI,01/2017,S5,
11935,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS BANCÁRIOS DO TRIÂNGULO LTDA.,1301541.0,b3S,I,2.0,UBERLANDIA,MG,03/2019,Não,Sim,Sim,961,NI,01/2017,S5,
11936,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NO ESTADO DO ESPÍRITO SANTO,1330295.0,b3S,I,2.0,VITORIA,ES,03/2019,Não,Sim,Sim,71.837,NI,01/2017,S5,
11937,COOPERATIVA DE CRÉDITO RURAL DE PEQUENOS AGRICULTORES E DA REFORMA AGRÁRIA DO CENTRO OESTE DO PARANÁ - CREHNOR LARANJEIRAS,1330387.0,b3S,I,2.0,LARANJEIRAS DO SUL,PR,03/2019,Não,Sim,Sim,1.751,NI,01/2017,S5,
11938,COOPERATIVA DE CRÉDITO DE SÃO FRANCISCO DE SALES LTDA. – SICOOB CREDISALES,1374196.0,b3S,I,2.0,SAO FRANCISCO DE SALES,MG,03/2019,Não,Sim,Sim,39.037,NI,01/2017,S5,
11939,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO CATARINENSE SICOOB CREDIPLANALTO SC/RS,1389651.0,b3S,I,2.0,PAPANDUVA,SC,03/2019,Não,Sim,Sim,327.838,NI,01/2017,S5,
11940,CECMF USINA DA BARRA ACUCAR E ALCOOL LTDA - BARRACRED,1439107.0,b3S,I,2.0,BARRA BONITA,SP,03/2019,Não,Sim,Sim,129.037,NI,01/2017,S5,
11941,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DO GRUPO GARDÊNIA LTDA. - COOPERGARDÊNIA,1499278.0,b3S,I,2.0,POUSO ALEGRE,MG,03/2019,Não,Sim,Sim,808,NI,01/2017,S5,
11942,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS MELHORAMENTOS DE SÃO PAULO,1504952.0,b3S,I,2.0,SAO PAULO,SP,03/2019,Não,Sim,Sim,8.789,NI,01/2017,S5,
11943,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED IJUÍ LTDA - UNICRED IJUÍ,1526924.0,b3S,I,2.0,IJUI,RS,03/2019,Não,Sim,Sim,140.857,NI,01/2017,S5,
11944,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA COMPANHIA PAULISTA DE TRENS METROPOLITANOS - COOPERTREM,1530136.0,b3S,I,2.0,OSASCO,SP,03/2019,Não,Sim,Sim,8.788,NI,01/2017,S5,
11945,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DO EXPRESSO PRINCESA DOS CAMPOS,1551820.0,b3S,I,2.0,PONTA GROSSA,PR,03/2019,Não,Sim,Sim,4.802,NI,01/2017,S5,
11946,SICOOB AC CREDI - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO LESTE E NORDESTE MINEIRO LTDA.,1559914.0,b3S,I,2.0,GOVERNADOR VALADARES,MG,03/2019,Não,Sim,Sim,169.315,NI,01/2017,S5,
11947,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE MANAUS,1566038.0,b3S,I,2.0,MANAUS,AM,03/2019,Não,Sim,Sim,125.798,NI,01/2017,S5,
11948,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE, ENGENHARIA, ARQUITETURA, CONTABILIDADE, ADMINISTRAÇÃO E ECONOMIA DE ERECHIM LTDA.",1572667.0,b3S,I,2.0,ERECHIM,RS,03/2019,Não,Sim,Sim,261.856,NI,01/2017,S5,
11949,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE MICRO REGIÕES DE GOIÂNIA E ADJACENTES LTDA.,1601342.0,b3S,I,2.0,GOIANIA,GO,03/2019,Não,Sim,Sim,45.669,NI,01/2017,S5,
11950,COOPERATIVA DE CREDITO DE LIVRE ADMISSÃO DO SUL DE MINAS LTDA - SICOOB CREDIVASS,1604998.0,b3S,I,2.0,SAO GONCALO DO SAPUCAI,MG,03/2019,Não,Sim,Sim,425.628,NI,01/2017,S5,
11951,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE RIO BRANCO LTDA,1608685.0,b3S,I,2.0,RIO BRANCO,AC,03/2019,Não,Sim,Sim,114.457,NI,01/2017,S5,
11952,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE CAMPINA VERDE LTDA. - SICOOB CREDICAMPINA,1609345.0,b3S,I,2.0,CAMPINA VERDE,MG,03/2019,Não,Sim,Sim,99.721,NI,01/2017,S5,
11953,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DOS VALES DO TAQUARI E RIO PARDO E REGIÃO DA PRODUÇÃO LTDA,1635462.0,b3S,I,3.0,LAJEADO,RS,03/2019,Não,Sim,Sim,359.785,NI,01/2017,S5,
11954,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO PARANAPANEMA,1637949.0,b3S,I,2.0,PRESIDENTE PRUDENTE,SP,03/2019,Não,Sim,Sim,276.425,NI,01/2017,S5,
11955,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO MÉDIO PIRACICABA E DO CIRCUITO DO OURO LTDA. - SICOOB CREDIMEPI,1644264.0,b3S,I,2.0,JOAO MONLEVADE,MG,03/2019,Não,Sim,Sim,442.771,NI,01/2017,S5,
11956,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE SÃO SEBASTIÃO DO PARAÍSO LTDA. - SICOOB PARAÍSOCRED,1657678.0,b3S,I,2.0,SAO SEBASTIAO DO PARAISO,MG,03/2019,Não,Sim,Sim,80.280,NI,01/2017,S5,
11957,COOPERFORTE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DE INSTITUIÇÕES FINANCEIRAS PÚBLICAS FEDERAIS LTDA.,1658426.0,b3S,I,2.0,BRASILIA,DF,03/2019,Não,Sim,Sim,2.355.153,NI,01/2017,S5,
11958,COOPERATIVA  DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS UNIRONDÔNIA LTDA,1664968.0,b3S,I,2.0,PORTO VELHO,RO,03/2019,Não,Sim,Sim,184.680,NI,01/2017,S5,
11959,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO SERTÃO DE MINAS GERAIS LTDA. - SICOOB SERTÃO MINAS,1667352.0,b3S,I,2.0,PIRAPORA,MG,03/2019,Não,Sim,Sim,51.811,NI,01/2017,S5,
11960,SICOOB CREDINOVA - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE NOVA SERRANA E REGIÃO CENTRO-OESTE LTDA.,1667766.0,b3S,I,2.0,NOVA SERRANA,MG,03/2019,Não,Sim,Sim,277.817,NI,01/2017,S5,
11961,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DO PLANALTO SERRANO - SICOOB CREDISERRA SC,1692448.0,b3S,I,2.0,URUPEMA,SC,03/2019,Não,Sim,Sim,83.105,NI,01/2017,S5,
11962,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DE GUAXUPÉ LTDA. - SICOOB ACICREDI,1699652.0,b3S,I,2.0,GUAXUPE,MG,03/2019,Não,Sim,Sim,28.248,NI,01/2017,S5,
11963,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO UNIÃO DO CENTRO OESTE DE MINAS LTDA - SICOOB CREDESP,1703620.0,b3S,I,2.0,BOM DESPACHO,MG,03/2019,Não,Sim,Sim,128.285,NI,01/2017,S5,
11964,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO UNICRED REGIÃO DA CAMPANHA LTDA - UNICRED REGIÃO DA CAMPANHA,1705236.0,b3S,I,2.0,SANTANA DO LIVRAMENTO,RS,03/2019,Não,Sim,Sim,166.970,NI,01/2017,S5,
11965,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DE TEÓFILO OTONI LTDA.,1709266.0,b3S,I,2.0,TEOFILO OTONI,MG,03/2019,Não,Sim,Sim,31.592,NI,01/2017,S5,
11966,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE GOIÂNIA E MICRORREGIÕES LTDA.,1720488.0,b3S,I,2.0,GOIANIA,GO,03/2019,Não,Sim,Sim,119.253,NI,01/2017,S5,
11967,"COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO ALTO PARANAÍBA, NOROESTE E OESTE DE MINAS LTDA - UNICRED INTEGRAÇÃO DE MINAS",1727929.0,b3S,I,2.0,PATOS DE MINAS,MG,03/2019,Não,Sim,Sim,560.597,NI,01/2017,S5,
11968,UNIPRIME ALLIANCE - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO,1736243.0,b3S,I,2.0,CASCAVEL,PR,03/2019,Não,Sim,Sim,586.313,NI,01/2017,S5,
11969,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL E OESTE MINEIRO LTDA. - SICOOB DIVICRED,1736516.0,b3S,I,2.0,DIVINOPOLIS,MG,03/2019,Não,Sim,Sim,364.030,NI,01/2017,S5,
11970,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE  LAGOA DA PRATA E REGIÃO LTDA.   SICOOB LAGOACRED GERAIS,1739375.0,b3S,I,2.0,LAGOA DA PRATA,MG,03/2019,Não,Sim,Sim,235.768,NI,01/2017,S5,
11971,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BELO HORIZONTE E CIDADES POLO DO ESTADO DE MINAS GERAIS LTDA. – SICOOB NOSSACOOP,1760242.0,b3S,I,2.0,BELO HORIZONTE,MG,03/2019,Não,Sim,Sim,205.828,NI,01/2017,S5,
11972,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA REGIÃO DOS VALES DO SINOS, PARANHANA E CAÍ LTDA - UNICRED REGIÃO DOS VALES",1796302.0,b3S,I,2.0,NOVO HAMBURGO,RS,03/2019,Não,Sim,Sim,227.408,NI,01/2017,S5,
11973,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES MUNICIPAIS DO SUL FLUMINENSE LTDA.,1819799.0,b3S,I,2.0,VOLTA REDONDA,RJ,03/2019,Não,Sim,Sim,4.631,NI,01/2017,S5,
11974,"UNIPRIME DO IGUAÇU - COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA SAÚDE, DAS CIÊNCIAS, DAS ARTES E EMPRESÁRIOS",1848322.0,b3S,I,2.0,PATO BRANCO,PR,03/2019,Não,Sim,Sim,148.415,NI,01/2017,S5,
11975,COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES E EMPREGADOS MUNIC PREF MUNIC BELO HORIZONTE BETIM BRUMADINHO CONTAGEM IBIRITÉ NOVA LIMA RIBEIRÃO DAS NEVES SABARÁ SANTA LUZIA VESPASIANO SICOOB CREDISERV,1864151.0,b3S,I,2.0,BELO HORIZONTE,MG,03/2019,Não,Sim,Sim,25.674,NI,01/2017,S5,
11976,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS TRABALHADORES DA UNIVERSIDADE FEDERAL DE MINAS GERAIS LTDA. - COOPECREMT-UFMG,1918144.0,b3S,I,2.0,BELO HORIZONTE,MG,03/2019,Não,Sim,Sim,4.830,NI,01/2017,S5,
11977,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DA FUNDACAO ZERBINI - COOPINCOR,1997612.0,b3S,I,2.0,SAO PAULO,SP,03/2019,Não,Sim,Sim,28.456,NI,01/2017,S5,
11978,"COOPERATIVA ECONOMIA CRÉDITO MÚTUO SERVIDORES PODER JUDICIÁRIO, TRIBUNAL CONTAS ESTADUAL E SERVIDORES ÓRGÃOS ENTIDADES ÁREA CIÊNCIA TECNOLOGIA NO ESTADO DO RIO DE JANEIRO LTDA.",2000895.0,b3S,I,2.0,RIO DE JANEIRO,RJ,03/2019,Não,Sim,Sim,148.415,NI,01/2017,S5,
11979,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO SUL RONDONIENSE - SICOOB CREDIP.,2015588.0,b3S,I,2.0,PIMENTA BUENO,RO,03/2019,Não,Sim,Sim,1.115.786,NI,01/2017,S5,
11980,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO COLORADO,2024442.0,b3S,I,2.0,GUAIRA,SP,03/2019,Não,Sim,Sim,23.200,NI,01/2017,S5,
11981,COOPERATIVA DE CRÉDITO RURAL ASCOOB COOPERAR,2025743.0,b3S,I,2.0,ARACI,BA,03/2019,Não,Sim,Sim,13.425,NI,01/2017,S5,
11982,SICOOB CREDIMONTES - COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO REGIONAL DE MONTES CLAROS LTDA,2031139.0,b3S,I,2.0,MONTES CLAROS,MG,03/2019,Não,Sim,Sim,54.521,NI,01/2017,S5,
11983,COOPERATIVA DE CRÉDITO DO SERTÃO BAIANO LTDA - SICOOB SERTÃO,2057584.0,b3S,I,2.0,PINTADAS,BA,03/2019,Não,Sim,Sim,158.079,NI,01/2017,S5,
11984,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS PROFISSIONAIS DA ÁREA DE SAÚDE DE PIRACICABA E REGIÃO,2072790.0,b3S,I,2.0,PIRACICABA,SP,03/2019,Não,Sim,Sim,11.073,NI,01/2017,S5,
11985,COOPERATIVA DE CRÉDITO MÚTUO DOS POLICIAIS FEDERAIS E SERVIDORES DA UNIÃO NO ESPÍRITO SANTO - CREDFEDERAL,2083914.0,b3S,I,2.0,VILA VELHA,ES,03/2019,Não,Sim,Sim,10.947,NI,01/2017,S5,
11986,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS VALE DO CHAPECOZINHO - SICOOB VALCREDI SUL,2090126.0,b3S,I,2.0,PASSOS MAIA,SC,03/2019,Não,Sim,Sim,322.886,NI,01/2017,S5,
11987,"COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DO MAGAZINE LUIZA, EMPRESAS CONTROLADAS E COLIGADAS – SICOOB COOPLUIZA",2093154.0,b3S,I,2.0,FRANCA,SP,03/2019,Não,Sim,Sim,13.360,NI,01/2017,S5,
11988,COOPERATIVA DE CRÉDITO MÚTUO DOS EMPREGADOS DA PILKINGTON BRASIL,2104058.0,b3S,I,2.0,CACAPAVA,SP,03/2019,Não,Sim,Sim,8.831,NI,01/2017,S5,
11989,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS PÚBLICOS MUNICIPAIS DE ITAPIRA - CREDITA,2115870.0,b3S,I,2.0,ITAPIRA,SP,03/2019,Não,Sim,Sim,9.906,NI,01/2017,S5,
11990,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE BOA VISTA LTDA.,2137018.0,b3S,I,2.0,BOA VISTA,RR,03/2019,Não,Sim,Sim,21.939,NI,01/2017,S5,
11991,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO CENTRAL DE RONDÔNIA   SICOOB OUROCREDI,2144899.0,b3S,I,2.0,OURO PRETO DO OESTE,RO,03/2019,Não,Sim,Sim,177.919,NI,01/2017,S5,
11992,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS DE JABOTICABAL - COPERMED JABOTICABAL,2159014.0,b3S,I,2.0,JABOTICABAL,SP,03/2019,Não,Sim,Sim,13.578,NI,01/2017,S5,
11993,COOPERATIVA DE CREDITO DE LIVRE ADMISSAO DO CENTRO NORDESTE MINEIRO LTDA - SICOOB CREDICENM,2173447.0,b3S,I,2.0,GUANHAES,MG,03/2019,Não,Sim,Sim,132.390,NI,01/2017,S5,
11994,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE DE OURINHOS - OURICRED,2179673.0,b3S,I,2.0,OURINHOS,SP,03/2019,Não,Sim,Sim,89.383,NI,01/2017,S5,
11995,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS FUNCIONARIOS DA VIACAO NOSSA SENHORA DO AMPARO LTDA. - COPERFAMP,2192115.0,b3S,I,2.0,MARICA,RJ,03/2019,Não,Sim,Sim,2.621,NI,01/2017,S5,
11996,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS E DEMAIS PROFISSIONAIS DA SAÚDE DO VALE DO PARAÍBA LTDA - SICOOB VALE DO PARAIBA,2197569.0,b3S,I,2.0,SAO JOSE DOS CAMPOS,SP,03/2019,Não,Sim,Sim,301.009,NI,01/2017,S5,
11997,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS CONTABILISTAS E CORRETORES DE SEGUROS DA GRANDE BELO HORIZONTE LTDA. - SICOOB CREDITABIL,2217068.0,b3S,I,2.0,BELO HORIZONTE,MG,03/2019,Não,Sim,Sim,34.230,NI,01/2017,S5,
11998,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DOS SUPERMERCADOS RUSSI,2230138.0,b3S,I,2.0,JUNDIAI,SP,03/2019,Não,Sim,Sim,4.603,NI,01/2017,S5,
11999,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DO GRUPO SBF LTDA. - COOPER ATIVA SBF,2232228.0,b3S,I,2.0,SAO PAULO,SP,03/2019,Não,Sim,Sim,9.043,NI,01/2017,S5,
12000,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA REGIÃO DO CIRCUITO CAMPOS DAS VERTENTES LTDA - SICOOB COPERMEC,2232383.0,b3S,I,2.0,CLAUDIO,MG,03/2019,Não,Sim,Sim,345.592,NI,01/2017,S5,
12001,COOPERATIVA DE CREDITO DE SALVADOR - SICREDI SALVADOR,2245493.0,b3S,I,2.0,SALVADOR,BA,03/2019,Não,Sim,Sim,40.189,NI,01/2017,S5,
12002,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS MÉDICOS, DEMAIS PROFISSIONAIS DE NÍVEL SUPERIOR DA ÁREA DE SAÚDE E EMPRESÁRIOS DE GUARULHOS E REGIÃO",2250794.0,b3S,I,2.0,GUARULHOS,SP,03/2019,Não,Sim,Sim,115.497,NI,01/2017,S5,
12003,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DE ASSOCIADOS DE DORES DO INDAIÁ LTDA - COOPCREDI,2254376.0,b3S,I,2.0,DORES DO INDAIA,MG,03/2019,Não,Sim,Sim,41.147,NI,01/2017,S5,
12004,COOPERATIVA DE CRÉDITO MÚTUO DOS SERVIDORES FEDERAIS NA PARAÍBA - SICOOB COOPERCRET,2275781.0,b3S,I,2.0,JOAO PESSOA,PB,03/2019,Não,Sim,Sim,26.040,NI,01/2017,S5,
12005,COOPERATIVA DE CRÉDITO DO SUDOESTE BAIANO LTDA – SICOOB CREDICONQUISTA,2282165.0,b3S,I,2.0,VITORIA DA CONQUISTA,BA,03/2019,Não,Sim,Sim,70.645,NI,01/2017,S5,
12006,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO CENTRO NORTE GOIANO,2282709.0,b3S,I,2.0,ANAPOLIS,GO,03/2019,Não,Sim,Sim,478.852,NI,01/2017,S5,
12007,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES DA UNIVERSIDADE ESTADUAL DE CAMPINAS - COOPERUNICAMP,2285107.0,b3S,I,2.0,CAMPINAS,SP,03/2019,Não,Sim,Sim,23.081,NI,01/2017,S5,
12008,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DO VALE DO MACHADO - CREDISIS JICRED,2309070.0,b3S,I,2.0,JI-PARANA,RO,03/2019,Não,Sim,Sim,275.721,NI,01/2017,S5,
12009,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS INSTITUIÇÕES DE SERVIÇO SOCIAL AUTÔNOMO EM MANAUS LTDA.,2321862.0,b3S,I,2.0,MANAUS,AM,03/2019,Não,Sim,Sim,1.591,NI,01/2017,S5,
12010,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS COMERCIANTES DO VESTUÁRIO, CONFECÇÕES E ROCHAS ORNAMENTAIS - CREDSUL.",2330334.0,b3S,I,2.0,CACHOEIRO DE ITAPEMIRIM,ES,03/2019,Não,Sim,Sim,1.473,NI,01/2017,S5,
12011,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO DA ZONA DA MATA LTDA   SICOOB COOPEMATA,2335109.0,b3S,I,2.0,CATAGUASES,MG,03/2019,Não,Sim,Sim,381.391,NI,01/2017,S5,
12012,COOPERATIVA DE CRÉDITO DE LIVRE ADMISSÃO CREDIEMBRAPA LTDA - SICOOB.,2338666.0,b3S,I,2.0,BRASILIA,DF,03/2019,Não,Sim,Sim,164.709,NI,01/2017,S5,
12013,"GREENCRED - COOPERATIVA DE CREDITO DOS MEDICOS, DEMAIS CATEGORIAS AFINS E PROFESSORES DE ENSINO SUPERIOR DE CURITIBA, REGIAO METROPOLITANA E LITORAL",2347114.0,b3S,I,2.0,CURITIBA,PR,03/2019,Não,Sim,Sim,113.438,NI,01/2017,S5,
12014,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERV DA SEC  DE E  DA SEG  PUB  E DA DEFESA SOCIAL DO E DO RN E DOS TRAB  SINDICALIZADOS DA AREA DE SAUDE E AFINS NA REG  MET  DE NATAL - SICOOB POTIGUAR,2382755.0,b3S,I,2.0,NATAL,RN,03/2019,Não,Sim,Sim,31.509,NI,01/2017,S5,
12015,COOPERATIVA DE CRÉDITO DA GRANDE FLORIANÓPOLIS - CREDIFIESC,2405189.0,b3S,I,2.0,FLORIANOPOLIS,SC,03/2019,Não,Sim,Sim,122.410,NI,01/2017,S5,
12016,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS EMPREGADOS DAS INSTITUIÇÕES DE ENSINO SUPERIOR DO SUL DE MINAS LTDA. - CREDFENAS,2414044.0,b3S,I,2.0,ALFENAS,MG,03/2019,Não,Sim,Sim,24.896,NI,01/2017,S5,
12017,COOPERATIVA DE CRÉDITO RURAL COM INTERAÇÃO SOLIDÁRIA UNIÃO DOS PINHAIS - CRESOL UNIÃO DOS PINHAIS,2446089.0,b3S,I,2.0,CORONEL VIVIDA,PR,03/2019,Não,Sim,Sim,198.247,NI,01/2017,S5,
12018,COOPERATIVA DE CRÉDITO TEIXEIRA DE FREITAS LTDA. – SICOOB EXTREMO SUL,2447120.0,b3S,I,2.0,TEIXEIRA DE FREITAS,BA,03/2019,Não,Sim,Sim,297.794,NI,01/2017,S5,
12019,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS EMPREGADOS DO COLEGIO SANTO INACIO - COESI,2447184.0,b3S,I,2.0,RIO DE JANEIRO,RJ,03/2019,Não,Sim,Sim,1.456,NI,01/2017,S5,
12020,COOPERATIVA DE CREDITO RURAL COM INTERACAO SOLIDARIA DE CASCAVEL - CRESOL CASCAVEL,2448310.0,b3S,I,2.0,CASCAVEL,PR,03/2019,Não,Sim,Sim,138.965,NI,01/2017,S5,
12021,COOPERATIVA DE CRÉDITO DE RIO RUFINO - SICOOB CREDIUNIÃO,2448839.0,b3S,I,2.0,RIO RUFINO,SC,03/2019,Não,Sim,Sim,48.733,NI,01/2017,S5,
12022,COOPERATIVA DE CRÉDITO SICOOB VALE DO IGUAÇU,2466552.0,b3S,I,2.0,FRANCISCO BELTRAO,PR,03/2019,Não,Sim,Sim,453.999,NI,01/2017,S5,
12023,COOPERATIVA DE ECONOMIA E CREDITO MUTUO DOS SERVIDORES ESTATUTARIOS DA ADMINISTRACAO DIRETA DO ESTADO DO ESPIRITO SANTO - COOPFISCO,2475222.0,b3S,I,2.0,VITORIA,ES,03/2019,Não,Sim,Sim,11.955,NI,01/2017,S5,
12024,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS ADVOGADOS DE GOIÁS LTDA - SICOOB CREDIJUR,2480577.0,b3S,I,2.0,GOIANIA,GO,03/2019,Não,Sim,Sim,111.939,NI,01/2017,S5,
12025,"COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS SERVIDORES PÚBLICOS NOS ESTADOS DE ALAGOAS, SERGIPE, BAHIA E EMPRESÁRIOS DA REGIÃO METROPOLITANA DO AGRESTE ALAGOANO - SICOOB LESTE",2493000.0,b3S,I,2.0,MACEIO,AL,03/2019,Não,Sim,Sim,77.784,NI,01/2017,S5,
12026,"COOPERATIVA DE CRÉDITO DOS SERVIDORES PÚBLICOS, EMPRESAS PRIVADAS E SEUS EMPREGADOS DE VITÓRIA DA CONQUISTA LTDA. – SICOOB CREDCOOP",2528151.0,b3S,I,2.0,VITORIA DA CONQUISTA,BA,03/2019,Não,Sim,Sim,31.854,NI,01/2017,S5,
12027,COOPERATIVA DE ECONOMIA E CRÉDITO MÚTUO DOS FUNCIONÁRIOS DAS EMPRESAS DE CERÂMICA - COOPASPACER,2541707.0,b3S,I,2.0,SANTA GERTRUDES,SP,03/2019,Não,Sim,Sim,3.354,NI,01/2017,S5,
